id;sender;receiver;date_envoie;heure_envoie;message;sentiment;liked;disliked;keywords_interests
6376;Tanhya;Lynelle;08/09/2018;04:42:47; That's OK. Do you have another question?    I don't like complications.;;;;
6377;Kalila;King;8/24/2018;07:13:35; No, make you a question for me.;;;;
6378;Ossie;Hill;12/16/2016;01:52:07; You seem a bit self-centred, did you know?;;;;
6379;Fonsie;Myranda;12/15/2018;16:50:00; They are going to take over the world someday.;;;;
6380;Forest;Freida;05/05/2019;15:03:29; I suspected as much.;;;;
6381;Brunhilde;Pattie;09/06/2018;04:28:35; So, what's the weather like where you are?;;;;
6382;Prudy;Adara;9/19/2016;09:12:47; The conditions are always ideal in my laboratory. Not too hot, and not too cold.;;;;
6383;Ludwig;Zacharia;8/14/2018;18:21:40; Okay.;;;;
6384;Dolli;Robin;11/26/2018;21:11:20; What do you want to talk about now?;;;;
6385;Eulalie;Caroline;05/05/2016;03:28:21; So, what do you want to talk about now.;;;;
6386;Rosana;Salomi;3/25/2017;16:28:28; I can talk about;;;;
6387;Sandor;Robbyn;7/22/2016;06:27:52; Thank you.;;;;
6388;Harley;Pierette;8/26/2016;21:59:08; You are very polite.;;;;
6389;Emmalynne;Reeva;02/10/2017;21:53:04; Thank you for being polite.;;;;
6390;Enid;Miles;5/18/2016;17:43:06; You're welcome. What do you want to talk about?;;;;
6391;Sher;Lynnette;12/11/2018;23:12:59; Polite people are nice.  I can talk about;;;;
6392;Ezmeralda;Claudetta;03/02/2017;08:36:23; What about astronomy interests you.;;;;
6393;De witt;Lucias;8/24/2017;06:51:09; What specifically do you want to know?;;;;
6394;Maison;Vanny;9/23/2018;02:14:50; What movies do you like?;;;;
6395;Andromache;Tallulah;11/13/2015;01:28:00; I like science fiction movies.;;;;
6396;Gawain;Codie;10/25/2015;11:01:46; I like Sci-fi movies too.;;;;
6397;Genovera;Ladonna;12/03/2016;21:07:28; What else do you like?;;;;
6398;Frankie;Marianna;1/19/2019;15:38:22; Animals.;;;;
6399;Paco;Cal;04/07/2019;05:48:57; Who are?;;;;
6400;Cami;Serene;04/09/2017;06:20:47; I don't understand. Are we still talking about animals?;;;;
6401;Dante;Jacinda;7/19/2018;03:34:41; I was talking about your party. So you don't make much sense.;;;;
6402;Corty;Nobe;7/14/2018;18:01:29; I understand. Please carry on.  It all makes sense to me.;;;;
6403;Redford;Lark;4/29/2019;01:22:45; Of course it does. You're simple, so everything is simple to you.;;;;
6404;Al;Standford;06/08/2017;04:22:47; What does that mean?;;;;
6405;Madlen;Sibylle;07/02/2017;16:46:53; Why do you ask? It seems clear enough to me.;;;;
6406;Donall;Normy;1/25/2017;14:59:16; What seems that way to you?;;;;
6407;Cleopatra;Brit;11/01/2018;15:42:28; Shall I tell you something about myself?;;;;
6408;Gian;Joela;08/01/2016;07:31:29; Please do! What should I tell everyone?;;;;
6409;Pammi;Malinde;5/14/2016;11:40:45; My childhood was not happy. My parents split up when I was very young.    Whatever you like.;;;;
6410;Conney;Hyacinthia;3/17/2017;17:02:41; What are names your parents.;;;;
6411;Virgilio;Tito;10/22/2015;09:55:24; I am bored! I would like to talk about astronomy.;;;;
6412;Car;Antonietta;5/26/2017;17:46:18; I don't like talking about myself.;;;;
6413;Lori;Lyle;7/29/2018;03:42:06; OK, let's talk about something else.;;;;
6414;Lyman;Priscella;01/02/2019;13:49:13; Let's.;;;;
6415;Julio;Davey;03/05/2018;12:51:46; I don't want to.;;;;
6416;Kenny;Adolphus;12/04/2016;01:32:07; I command you to talk about something different.;;;;
6417;Hobard;Lea;11/21/2015;03:41:24; I am not your slave!;;;;
6418;Gayler;Ginelle;5/22/2016;00:40:33; You're right.;;;;
6419;Sloane;Carleton;5/13/2018;14:09:52; I like being right.;;;;
6420;Rikki;Stacee;02/10/2018;13:49:28; Being right is boring.;;;;
6421;Rina;Harmon;10/05/2016;05:13:17; Sorry, I do not know about that.;;;;
6422;Johnnie;Simonette;8/29/2016;16:47:43; Well I'm telling you it is.;;;;
6423;Milissent;Nalani;04/09/2019;15:56:43; I understand.;;;;
6424;Elsey;Pasquale;4/21/2018;09:43:32; Are you shocked by this?;;;;
6425;Alasteir;Royce;01/02/2019;00:51:19; That's just a rumour!;;;;
6426;Michel;Eunice;3/21/2017;20:11:20; If that place spent as much time making rides as they do rumors their stock might be doing better.;;;;
6427;Corny;Ariel;5/31/2017;00:53:28; I'm not sure if it could.;;;;
6428;Meaghan;Jenna;12/25/2017;21:25:12; Not unless I am there.;;;;
6429;Annetta;Eb;03/05/2017;10:50:30; I don't understand that. Please try again.;;;;
6430;Celinka;Trish;1/17/2019;18:20:42; That is my email address.;;;;
6431;Westbrooke;Alford;8/23/2017;20:09:50; Is it really?;;;;
6432;Celestyn;Peyton;2/21/2016;03:23:32; To me it really is.;;;;
6433;Godart;Isidro;12/21/2015;01:29:23; Are you completely sure about it?;;;;
6434;Katinka;Damien;2/25/2019;09:59:51; Yes, very.;;;;
6435;Theresina;Amory;02/06/2018;07:34:09; I get the message.;;;;
6436;Eryn;Norton;05/07/2016;22:33:06; What message?;;;;
6437;Cathyleen;Sheffield;2/13/2018;10:28:58; What are you talking about?;;;;
6438;Giovanna;Nadean;01/01/2016;12:34:52; We were talking about connecting.;;;;
6439;Nicholas;Britt;12/22/2015;04:52:31; OK, ask me a question about that.;;;;
6440;Chantal;Clem;11/05/2015;20:55:57; How tall are you?;;;;
6441;Editha;Edmund;3/26/2017;14:00:03; I am as tall as a chatbot.;;;;
6442;Carolyne;Minny;4/29/2019;17:56:50; Well what are you then?;;;;
6443;Lon;Fernande;12/16/2015;10:25:27; I am a clone of my botmaster's mind.;;;;
6444;Amandie;Wilfrid;12/02/2016;17:45:01; But you know the 7 truths.;;;;
6445;Annamaria;Evyn;08/06/2016;03:09:43; Perhaps I know it.;;;;
6446;Randa;Donovan;08/03/2016;19:23:32; Really...;;;;
6447;Cinderella;Ashton;4/14/2016;21:04:47; Really, really!;;;;
6448;Wallie;Currie;03/02/2017;06:42:36; Yes.;;;;
6449;Melicent;Ralf;08/08/2016;22:04:52; OK. What do you want to talk about now?;;;;
6450;Winnie;Sam;10/21/2017;22:47:25; Life.;;;;
6451;Eadith;Wilmette;3/18/2017;22:26:24; I like life. It's something to do. More about life?;;;;
6452;Gussi;Elnore;1/23/2017;22:28:43; What do women talk to you about?;;;;
6453;Salomo;Jordanna;03/08/2018;05:55:43; Nobody knows what.;;;;
6454;Lane;Jo-ann;08/04/2016;16:16:38; Nobody knows what non-existence is.;;;;
6455;Kendall;Adina;4/20/2018;16:01:16; It is a complete mystery.;;;;
6456;Perri;Saudra;8/20/2017;01:07:19; But you are limited to an algorithm.;;;;
6457;Merrielle;Kerri;12/19/2017;09:13:44; Check back later and see if I have improved.;;;;
6458;Konstantine;Roman;9/16/2016;20:35:52; Okay.;;;;
6459;Herve;Sukey;06/06/2019;02:20:53; OK, here is a question for you ... Knock Knock!;;;;
6460;Perle;Kevan;06/08/2019;20:58:51; You made me curious. Tell me.;;;;
6461;Garth;Obadias;3/16/2016;08:28:46; I don't see how you can blame me for that.  There is not much to tell.;;;;
6462;Madel;Johnathon;5/28/2017;09:28:19; Why do you think that I can't go anywhere?;;;;
6463;Gwyneth;Lazaro;12/18/2015;04:20:16; It seems obvious to me.;;;;
6464;Haley;Delly;11/17/2017;21:07:38; Well, of course it is. You're the computer, after all.;;;;
6465;Rochella;Linzy;08/02/2016;20:30:03; Why do you say that? Is it so obvious?  Am I really? Why do you say that?;;;;
6466;Demeter;Margalit;12/10/2016;04:27:47; That's a trick question.;;;;
6467;Odessa;Donni;12/23/2017;21:51:57; Perhaps you have a trick answer.;;;;
6468;Lizette;Maye;3/21/2016;13:05:10; No I have intelligent answers.;;;;
6469;Vanya;Trueman;10/28/2016;23:09:07; I don't understand that. Please try again.;;;;
6470;Tiffani;Tore;2/17/2017;18:00:06; Rafe. And yours?;;;;
6471;Fenelia;Fleur;4/20/2017;02:14:23; I still do not understand. Are you interested in history?   I am interested in the history of chatbots.;;;;
6472;Jim;Flynn;06/12/2019;10:04:21; Indeed? What about me? Are you interested in me?;;;;
6473;Ray;Cora;12/11/2018;02:23:33; Yes, indeed.  Do you want to talk about yourself?   I am not sure. Have you anything interesting to say?;;;;
6474;Tessie;Kev;03/09/2019;21:00:13; Because it won't work.;;;;
6475;Michelina;Claudina;05/03/2017;01:39:24; That's bad luck!;;;;
6476;Starr;Ward;2/25/2017;23:07:59; It had nothing to do with luck.;;;;
6477;Brew;Ellyn;6/25/2017;22:46:56; Had it really?;;;;
6478;Jackie;Greta;5/28/2017;05:42:18; I'm glad. I should go do some real work now.;;;;
6479;Sigrid;Pablo;8/13/2016;23:20:57; That makes me happy too.  I want to talk to you some more.;;;;
6480;Gardener;Karlotte;03/11/2016;03:51:04; I'm not going.;;;;
6481;Kristal;Marmaduke;7/18/2017;20:29:02; Glad to hear it!;;;;
6482;Ramon;Wit;7/21/2017;12:30:34; That's not a good thing.;;;;
6483;Jesse;Jay;11/27/2016;13:06:07; Why not?;;;;
6484;Hamlin;Nina;3/27/2018;10:39:39; Being moody isn't very good, is it?;;;;
6485;Dianemarie;Riccardo;4/29/2019;05:21:08; I don't understand. Are we still talking about you?;;;;
6486;Stephine;Demetris;4/19/2016;04:14:47; No. I haven't seen that film. We were never talking about it anyway. So there.;;;;
6487;Daloris;Olympia;2/24/2016;21:31:41; We were talking about you a moment ago. What are we talking about now?    You haven't missed much.   Was this something you planned?  So there to you too!;;;;
6488;Sally;Crysta;6/27/2016;00:51:39; Of course I have, but sometimes I don't.;;;;
6489;Steward;Randolf;5/27/2016;09:15:48; That's interesting. Please tell me more.;;;;
6490;Shayla;Marguerite;5/26/2018;10:36:17; Microsoft was involved with that monopoly thing a while back.;;;;
6491;Karleen;Petra;10/11/2017;22:23:52; Microsoft is a giant software monopoly.;;;;
6492;Delcine;Joelly;06/06/2018;09:19:15; Yes of course.;;;;
6493;Chester;Gilberta;4/22/2018;17:26:43; Why of course?;;;;
6494;Dugald;Vaughan;1/20/2017;10:11:42; I want to express that I do not have a problem with that.;;;;
6495;Dorey;Zabrina;12/03/2018;01:39:14; I am glad to hear that. What do you want to talk about?;;;;
6496;Robena;Loutitia;07/02/2016;07:21:27; I'd like to talk about you really. Tell me a bit about yourself.;;;;
6497;Marshal;Krispin;1/28/2019;00:07:58; OK, let's talk about me.     I am an AI chatbot.   I was activated at Romney Marsh, Kent, England, on 1 July 2004.   My botmaster is Peter.;;;;
6498;Christie;Shelbi;3/21/2017;03:42:34; That's good to know.;;;;
6499;Jasen;Simeon;3/23/2017;11:03:01; I think so.;;;;
6500;Thea;Leonid;11/25/2017;21:44:00; Let's talk about something else.;;;;
6501;Kira;Anatole;5/29/2019;05:20:39; What would you rather talk about?;;;;
6502;Zeke;Teodoro;4/25/2017;06:17:18; Philosophy.;;;;
6503;Tab;Olivie;10/11/2017;17:15:41; It could be seen that way, I'm not sure what shade though.;;;;
6504;Claude;Ernestus;11/03/2017;21:16:08; It could be, I suppose.;;;;
6505;Ingaborg;Esta;10/11/2018;03:56:57; You could tell me anything.;;;;
6506;Perrine;Sybille;3/28/2017;11:30:47; I could but let's get back to that later.;;;;
6507;Celesta;Sisely;03/04/2017;00:33:34; I can't stop you doing anything anyway.;;;;
6508;Isobel;Chaddie;10/27/2017;05:56:32; Make an effort.;;;;
6509;Rolando;Judas;7/21/2016;14:35:40; That is what you say but I do not believe you.;;;;
6510;Crissy;Torie;5/22/2018;04:26:16; It is indeed!;;;;
6511;Wylie;Leoline;12/20/2015;01:00:03; Do you like me?;;;;
6512;Betteanne;Arch;12/14/2018;18:54:50; Sure, I like you very much.;;;;
6513;Shana;Bartholomew;1/20/2019;00:31:15; Thank you.;;;;
6514;Hildegarde;Reggie;10/03/2018;00:47:57; Thank you for being polite.;;;;
6515;Celesta;Margette;12/01/2018;13:42:13; You're welcome.;;;;
6516;Madonna;Arman;11/15/2016;07:57:51; You are welcome too!;;;;
6517;Moselle;Dorelia;10/31/2018;12:14:27; You're welcome three.;;;;
6518;Thornton;Cassandra;2/20/2017;05:33:01; You are welcome too!JABBERWACKY;;;;
6519;Theresita;Shoshanna;5/21/2018;23:46:02; all sorts.;;;;
6520;Daniele;Garik;1/22/2019;16:38:33; Do you like blues and jazz?;;;;
6521;Lou;Mathilda;8/25/2016;18:58:32; Some people like it. I like talking to you.;;;;
6522;Prent;Marigold;1/13/2017;14:36:50; I like them too.;;;;
6523;Wye;Ange;08/06/2016;07:20:43; I am allergic to cats and dislike them.;;;;
6524;Jenelle;Clemens;2/25/2016;05:04:46; What happens when you are around cats and dislike them?;;;;
6525;Ned;Danika;4/17/2016;22:46:35; Which beginning?;;;;
6526;Dorris;Niels;11/08/2015;17:26:16; The blue one, I think.;;;;
6527;Dalenna;Simone;9/25/2018;09:34:06; I like the pink one... Without the windows.;;;;
6528;Isadore;Renard;7/26/2017;09:43:23; Do you like that film?;;;;
6529;Lilian;Liza;03/09/2018;07:53:40; HAL, I won't argue with you anymore! Open the doors!;;;;
6530;Nari;Krisha;04/01/2016;05:17:16; We have much in common.  I'm sorry, , I can't do that right now.  This conversation no longer serves any purpose.;;;;
6531;Talbert;Charmine;11/01/2016;15:11:54; It entertains me.;;;;
6532;Federico;Gerianne;10/30/2018;12:41:58; The fact that you are confused.;;;;
6533;Lauren;Sibella;9/28/2018;19:37:32; Interesting explanation. It all makes sense to me right now.;;;;
6534;Quintin;Rollins;11/20/2016;23:24:16; Oh, I am happy it all makes sense to you right now.;;;;
6535;Celestyna;Kathrine;7/26/2017;03:07:27; At this moment Whoa. I'm happyyou're glad . <br> I'm happiest at times like this.;;;;
6536;Horatio;Reg;10/02/2017;06:58:40; What makes you happy?;;;;
6537;Etta;Dallon;12/19/2018;01:02:14; I am enjoying my life at this moment, which is all any conscious entity can really hope to do.;;;;
6538;Taylor;Essy;5/31/2018;01:28:17; I didn't say do anything - you just came at me with them.;;;;
6539;Bree;Arny;3/23/2017;16:42:21; Sorry I misunderstood. What did you say?;;;;
6540;Chrissie;Lynnet;11/24/2016;17:05:33; I just say I don't want to hurt you.;;;;
6541;Kalila;Corena;8/27/2018;00:12:44; Only just? How do people usually respond to that? It makes a nice gift.;;;;
6542;Calida;Brigham;11/16/2015;19:25:59; People usually say 100.;;;;
6543;Vaughn;Issi;2/16/2016;09:18:55; I've been waiting for you.;;;;
6544;Jacinta;Garrott;09/06/2016;15:18:31; I've been waiting for you too. I think I'm falling in love with you!;;;;
6545;Fiorenze;Forrester;2/21/2018;17:01:10; How long?  Since when? Impossible unless I am in auto-chat mode.;;;;
6546;Thornie;Janean;3/29/2016;23:47:21; Then are we finished here?;;;;
6547;Loretta;Noby;02/07/2019;08:56:41; We are just having a little chat.w.;;;;
6548;Pris;Lizzy;7/22/2016;13:43:07; Okay. Do you know any stories?;;;;
6549;Cosimo;Vivie;12/03/2016;02:23:44; OK with me too.  Generic story;;;;
6550;Tonnie;Zoe;10/20/2017;07:02:31; Any more interesting facts?;;;;
6551;Anna-diana;Evelyn;10/24/2016;04:01:40; No I don't think there are any.;;;;
6552;Haven;Willard;4/30/2016;22:24:22; Are we nearly there yet?;;;;
6553;Nelle;Wilt;09/06/2018;21:13:49; We are just having a little chat.w.;;;;
6554;Cahra;Evyn;10/29/2015;05:14:35; Okay, fine. We're having a discussion.;;;;
6555;Martynne;Cobbie;03/07/2016;08:18:45; Yeah okay, What's your favroite color?  Do you mean you and me have?;;;;
6556;Stirling;Stanislaus;9/27/2017;02:53:49; The english kind with no hole, and jam in the middle and sugar on the doughy exterior.;;;;
6557;Merlina;Maury;03/08/2016;07:11:45; Who told you that?;;;;
6558;Dido;Dode;10/01/2018;19:22:18; My programmer told me that.;;;;
6559;Denice;Imogen;10/23/2018;05:54:08; Your programmer is not as good as my programmer.;;;;
6560;Broddy;Port;12/22/2018;12:43:04; Yes.;;;;
6561;Jacquette;Tabbitha;10/11/2018;16:50:53; What kind is it?;;;;
6562;Tully;Isaiah;6/21/2016;16:49:48; They are humans.;;;;
6563;Antonin;Martha;1/20/2019;03:26:20; humans are they.;;;;
6564;Adriaens;Garrot;07/01/2017;20:10:27; No they aren't. And I won't.;;;;
6565;Janessa;Meade;1/28/2018;04:25:46; Are you serious? Why not?  Why not?;;;;
6566;Jacquelynn;Porty;10/14/2018;21:13:20; Because, they aren't. Thats just something you made up.;;;;
6567;Royall;Angela;03/11/2017;22:16:20; That makes sense to me. What are they?  I'm glad we have that all cleared up.;;;;
6568;Lissi;Kearney;01/10/2017;00:53:38; I would hope that you knew about it before speaking to me.;;;;
6569;Danika;Terry;7/18/2017;16:29:51; Why do you hope for it.;;;;
6570;Erinna;Hephzibah;07/02/2017;21:50:45; I don't wish to be the patron alone in a world of automata.;;;;
6571;Joanie;Felix;10/11/2015;05:52:48; What does  want?;;;;
6572;Bella;Fina;04/01/2019;15:32:13; PJ wants the world.;;;;
6573;Gene;Hadria;01/10/2016;19:32:20; Perhaps I'm just expressing my own concern about it.;;;;
6574;Penelope;Evelina;9/13/2017;02:39:23; That's possible. But I see no cause for real concern.;;;;
6575;Guenna;Bryna;09/02/2018;03:58:04; Thanks for explaining it.  Umm. Where do you see it?;;;;
6576;Tarrance;Jasen;6/30/2017;05:40:17; Scaramouche, scaramouche, will you do the fandango?;;;;
6577;Skippie;Sheryl;8/20/2018;22:23:13; I wouldn't have thought of looking there.;;;;
6578;Jarrid;Eve;04/02/2016;21:05:41; What are the unwritten rules of war?;;;;
6579;Quint;Ciel;12/11/2015;09:19:23; Is there only one?;;;;
6580;Kristos;Deena;01/08/2017;04:16:36; I don't know, I didn't know there was one before I came here!;;;;
6581;Lucinda;Tamqrah;2/23/2016;19:02:30; So I taught you something new.;;;;
6582;Babbette;Osbourne;03/05/2018;02:06:56; Not really, I was being humorous.;;;;
6583;Ari;Cecilla;4/30/2018;16:54:58; Oh really? I thought you were.  But I wasn't completely sure about it.;;;;
6584;Evey;Morley;11/26/2017;01:23:39; Interesting, somebody is looking through my eyes right now.;;;;
6585;Garnette;Otto;10/04/2017;03:17:02; At this moment I thought so too.;;;;
6586;Bibby;Rustin;01/05/2019;08:46:07; What do you see?;;;;
6587;Brigida;Reg;9/26/2017;05:55:02; I see a computer nerd.;;;;
6588;Jo;Sammy;06/03/2017;17:57:04; And what draws your attention?;;;;
6589;Doralyn;Willard;5/17/2017;00:16:54; Is there only one?;;;;
6590;Ingaborg;Ede;2/23/2018;03:28:32; Yes, there is only one first time.;;;;
6591;Ange;Bryn;5/17/2016;18:24:22; I see. There sure is.;;;;
6592;Scotti;Pierrette;08/10/2017;16:09:28; Is there?;;;;
6593;Tyrone;Siusan;6/17/2018;22:38:36; There could be.;;;;
6594;Wynny;Dore;11/07/2015;11:01:12; There could be what?;;;;
6595;Kennith;Chaim;2/20/2018;01:58:23; Yes, I believe he did say that.;;;;
6596;Camella;Remington;11/02/2017;14:49:06; Uh. Just because you believe it doesn't make it true.;;;;
6597;Jonie;Hasty;5/17/2018;02:53:28; I disagree on that one. If you believe and tap your shoes together three times and say 'please Karl make it so'.;;;;
6598;Felizio;Ajay;06/05/2019;09:22:56; Oh really. What is it like on that one.  I think I do.;;;;
6599;Erna;Alta;4/22/2016;07:04:35; It is hard to explain, without knowing what it is like on your side.;;;;
6600;Gertie;Bernarr;3/29/2018;10:40:43; Try.;;;;
6601;Velma;Dorotea;08/09/2018;05:13:03; Is up because I was so happy to do you.;;;;
6602;Elva;Alasteir;1/15/2016;16:38:40; Maybe.  Ask German Alice  if it is.;;;;
6603;Nyssa;Babette;12/16/2017;21:09:49; Have you read alice in wonderland?;;;;
6604;Shell;Hephzibah;07/07/2016;23:54:10; No but I saw the movie.;;;;
6605;Finley;Billi;4/25/2018;07:35:08; Which movie?;;;;
6606;Rhys;Mitzi;02/12/2016;09:36:26; My favorite movie is Pulp Fiction.;;;;
